Hi.	مرحبًا.
I always get nervous before I go on stage.	أتوتر دائما قبل أن أخرج إلى المسرح.
I bought every book on Japan I could find.	اِشتريت كل كتاب وجدتّه عن اليابان.
I cannot give you a definite answer today.	لا يمكنني إعطائك جواباً نهائياً اليوم.
I cannot give you a definite answer today.	ليس بإمكاني إعطائك جواباً قاطعاً اليوم.
I didn't expect so many people to be here.	لم أتوقع أن يكون هناك هذا الحشد من الناس.
I don't know whether Tom is hungry or not.	لا أعلم إذا كان توم جائعاً أم لا
I don't love anybody more than I love you.	لا أحب أحد بقدر ما أحبك
I don't think it will rain this afternoon.	لا أظن أنها ستمطر بعد الظهر.
I don't want to talk about this right now.	لا أريد أن أتحدث بشأن هذا الآن.
I exercise because I want to stay healthy.	أقوم بالتمارين الرياضية لأحافظ على صحتي.
I give my pledge that I will quit smoking.	أقطع وعدا بأني سأترك التدخين.
I haven't been completely honest with you.	لم أصدُق معك تماما.
I just got my textbooks for this semester.	الآن حصلت على كتب هذا الفصل.
I know I don't have any chance of winning.	اعلم بانه ليس لدي اي فرصة للفوز.
I may be old, but I can still ride a bike.	لربّما كنت كبير السن ولكنني لا زلت أستطيع ركوب الدراجة.
I met her in the winter several years ago.	التقيت بها ذات شتاء قبل عدة سنوات.
I think that you're doing the right thing.	أعتقد بأنك تفعل الصواب
I was about to go out when the phone rang.	كنت على وشك الذهاب عندما رَنّ الهاتف.
I was going to write to you, but I forgot.	كنت سأراسلك ولكني نسيت.
I went to many shops to look for the book.	ذهبت إلى العديد من المتاجر للبحث عن الكتاب.
I would like you to meet a friend of mine.	أود أن تقابل صديقاً لي.
I've just finished watching episode three.	انتهيت لتوّي من مشاهدة الحلقة الثالثة.
If you do it, I might be able to help you.	إذا فعلت ذلك, قد أكون قادر على مساعدتك.
If you don't hurry, you'll miss the train.	إذا لم تسرع سيفوتك القطار.
If you need an umbrella I'll lend you one.	إن كنت تحتاج مظلةً، فسأعيرك واحدةً.
If you want to succeed in life, work hard.	إن أردت النجاح في حياتك فاعمل بجد.
Is he speaking English, French, or German?	هل هو يتحدث الإنجليزية, الفرنسية أو الألمانية؟
It is no use trying to solve this problem.	لا فائدة من محاولة حل هذه المسألة.
It sounds like they're not going to leave.	يبدو كأنهم لن يغادروا.
It was a mistake to refuse his assistance.	كان من الخطأ رفض مساعدته.
It wasn't the first time they had done it.	إنها لم تكن أول مرة يفعلوها.
Japanese tourists abroad are big spenders.	السياح اليابانيون في الخارج هم اكبر منفقي النقود .
Japanese tourists can be found everywhere.	يمكن ايجاد السياح اليابانيين في كل مكان .
Karim has a significant role in the movie.	كريم لديهِ دور هام في الفيلم.
Law and politics are two different things.	القانون والسياسة هما شيئان مختلفان.
Maybe I shouldn't invite Tom to the party.	ربما علي أن لا أدعوا توم إلى الحفلة.
My alarm clock didn't go off this morning.	لم ترن ساعتي المنبهة هذا الصباح.
My aunt showed me how to make good coffee.	علمتني عمتي كيف أحضّر قهوةً لذيذة.
My father contracted pneumonia last month.	أصيب أبي بذات الرئة الشهر الماضي.
My favorite music instrument is the flute.	آلتي الموسيقية المضلة هي الناي.
Our teacher will go to the USA next month.	سيذهب أستاذنا إلى الولايات المتحدة الشهر القادم.
Our teacher will go to the USA next month.	سيسافر معلمنا إلى أمريكا الشهر المقبل.
She advised him not to use too much sugar.	نصحته ألا يضع الكثير من السكر.
She advised him not to use too much sugar.	نصحته بألا يكثر من السكر.
She didn't even try to do the right thing.	لم تحاول حتى ان تفعل الشيء الصحيح
She likes music better than anything else.	تحب الموسيقى أكثر من أي شيء آخر.
She looked as if she hadn't eaten in days.	بدت و كأنها لم تأكل منذ أيام.
She resembles her mother in every respect.	تشبه والدتها في كل شيء.
She smiled and accepted my little present.	ابتسمت وقبلت هديتي الصغيرة.
She was advised by him to give up smoking.	تم نصحهها من قبله للتخلي عن التدخين.
Shouldn't you be getting ready for school?	ألا يفترضُ بك أن تستعد للمدرسة؟
Since you're here, we might as well begin.	بما أنك هنا، لعلنا نبدأ.
Some of my friends can speak English well.	بعض أصدقائي يمكنهم تحدث الإنجليزية جيداً.
Switch on the light. I can't see anything.	أشعل الضوء. لا يمكنني أن أرى شيئاً.
That feast was one of the best I ever had.	كانت الوليمة من أطيب ما ذقت.
That's the stupidest thing I've ever said.	هذا أغبى ما قُلتُه على الإطلاق.
That's the ugliest snowman I've ever seen.	هذا أبشع رجل ثلجي رأيته أبدا.
The girl released the birds from the cage.	الفتاة حررت الطيور من القفص.
The girl screamed when she saw the flames.	صرخت الفتاة حين رأت ألسنة اللهب.
The town is always crawling with tourists.	البلدة دائما ما تدب بالسياح .
The wounded woman was a Brazilian tourist.	كانت المرأة الجريحة سائحة برازيلية .
They've decided to get married next month.	قررا الزواج الشهر المقبل.
This is the very CD I've been looking for.	هذه هي الأسطوانة نفسها التي كنت أبحث عنها.
Tom and Mary don't live in the same state.	توم وماري لا يعيشون فى نفس الولاية.
Tom and Mary live in a house by the river.	يعيش توم وماري في بيت بمحاذاة نهر
Tom doesn't seem to know a lot about Mary.	لا يبدو بأن توم يعرف الكثير عن ماري.
Tom hasn't written to Mary in a long time.	لم يراسل توم ماري منذ زمن بعيد.
Tom hopes you're able to attend his party.	يأمل توم بأن تكون قادراً على حضور حفلته
Tom is able to speak three languages well.	توم يستطيع ان يتحدث ثلاث لغات جيدا
Tom is extremely handsome and he knows it.	توم فائق الجمال وهو يعلم ذلك.
Tom is going to boarding school next year.	سيذهب توم إلى مدرسة داخلية في العام القادم.
Tom is planning to study abroad next year.	يخطط توم للدراسة بالخارج السنة القادمة.
Tom isn't strict enough with his students.	توم ليس صارماً بما فيهِ الكفاية مع طلابه.
Tom just loves pineapple upside-down cake.	يحب توم كعكة الأناناس المقلوبة كثيرا.
Tom looks like a typical American tourist.	توم يبدو وكأنه سائح امريكي نموذجي .
Tom told me that I shouldn't ever do that.	أخبرني توم بألّا أفعل ذلك أبدًا.
Tom used to work for a big firm in Boston.	كان توم يعمل لمؤسسة كبيرة في بوسطن.
